Start Time, Sun Mar 18 11:29:39 GMT-0400 2007
Energy calibration,  Offset: 0, Slope: 0.755919873714447, Quadratic: 0
Live Time (s), 28.297512
Real Time (s), 28.620118
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
607, 458.84336334466934, 28
608, 459.5992832183838, 44
609, 460.35520309209824, 29
610, 461.1111229658127, 37
611, 461.86704283952713, 55
612, 462.6229627132416, 38
613, 463.378882586956, 38
614, 464.13480246067047, 46
615, 464.8907223343849, 57
616, 465.64664220809937, 40
617, 466.4025620818138, 36
618, 467.15848195552826, 39
619, 467.9144018292427, 34
620, 468.67032170295715, 32
621, 469.4262415766716, 40
622, 470.18216145038605, 41
623, 470.9380813241005, 49
624, 471.69400119781494, 42
625, 472.4499210715294, 37
626, 473.20584094524384, 29
627, 473.9617608189583, 33
628, 474.71768069267273, 40
629, 475.4736005663872, 38
630, 476.2295204401016, 42
631, 476.98544031381607, 48
632, 477.7413601875305, 34
633, 478.49728006124496, 51
634, 479.2531999349594, 44
635, 480.00911980867386, 42
636, 480.7650396823883, 47
637, 481.52095955610275, 32
638, 482.2768794298172, 25
639, 483.03279930353165, 43
640, 483.7887191772461, 40
641, 484.54463905096054, 41
642, 485.300558924675, 29
643, 486.05647879838943, 39
644, 486.8123986721039, 38
645, 487.56831854581833, 38
646, 488.3242384195328, 36
647, 489.0801582932472, 45
648, 489.83607816696167, 42
649, 490.5919980406761, 36
650, 491.34791791439056, 32
651, 492.103837788105, 43
652, 492.85975766181946, 34
653, 493.6156775355339, 37
654, 494.37159740924835, 49
655, 495.1275172829628, 34
656, 495.88343715667725, 37
657, 496.6393570303917, 27
658, 497.39527690410614, 41
659, 498.1511967778206, 18
660, 498.90711665153503, 38
661, 499.6630365252495, 43
662, 500.4189563989639, 33
663, 501.1748762726784, 29
664, 501.9307961463928, 32
665, 502.68671602010727, 30
666, 503.4426358938217, 33
667, 504.19855576753616, 26
668, 504.9544756412506, 32
669, 505.71039551496506, 29
670, 506.4663153886795, 25
671, 507.22223526239395, 37
672, 507.9781551361084, 28
673, 508.73407500982285, 24
674, 509.4899948835373, 26
675, 510.24591475725174, 27
676, 511.0018346309662, 28
677, 511.75775450468063, 32
678, 512.5136743783951, 23
679, 513.2695942521095, 27
680, 514.025514125824, 25
681, 514.7814339995384, 25
682, 515.5373538732529, 24
683, 516.2932737469673, 27
684, 517.0491936206818, 28
685, 517.8051134943962, 18
686, 518.5610333681107, 25
687, 519.3169532418251, 18
688, 520.0728731155396, 25
689, 520.828792989254, 26
690, 521.5847128629684, 18
691, 522.3406327366829, 21
692, 523.0965526103973, 22
693, 523.8524724841118, 30
694, 524.6083923578262, 28
695, 525.3643122315407, 31
696, 526.1202321052551, 28
697, 526.8761519789696, 29
698, 527.632071852684, 23
699, 528.3879917263985, 22
700, 529.1439116001129, 14
701, 529.8998314738274, 18
702, 530.6557513475418, 22
703, 531.4116712212563, 27
704, 532.1675910949707, 23
705, 532.9235109686852, 23
706, 533.6794308423996, 21
707, 534.435350716114, 18
708, 535.1912705898285, 26
709, 535.9471904635429, 23
710, 536.7031103372574, 22
711, 537.4590302109718, 27
712, 538.2149500846863, 25
713, 538.9708699584007, 24
714, 539.7267898321152, 23
715, 540.4827097058296, 27
716, 541.2386295795441, 25
717, 541.9945494532585, 21
718, 542.750469326973, 23
719, 543.5063892006874, 26
720, 544.2623090744019, 27
721, 545.0182289481163, 18
722, 545.7741488218307, 28
723, 546.5300686955452, 32
724, 547.2859885692596, 19
725, 548.0419084429741, 19
726, 548.7978283166885, 18
